"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"165162","chr15",5848,58726927,58727427,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"165237","chr15",5923,58979247,58979747,-1,0.0359127325850936,-0.0260521042084168
"165651","chr15",6337,60584589,60585089,2.8073549220576,0.0359127325850936,0.0120240480961924
"166168","chr15",6854,63481074,63481574,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"166312","chr15",6998,63833721,63834221,-0.596103058326357,0.0359127325850936,-0.0440881763527054
"166370","chr15",7056,63990482,63990982,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"166567","chr15",7253,64572177,64572677,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"166831","chr15",7517,65295842,65296342,-0.547487795302493,0.0359127325850936,-0.0480961923847695
"167024","chr15",7710,65824141,65824641,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"167371","chr15",8057,67004095,67004595,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"167825","chr15",8511,68635121,68635621,1.8073549220576,0.0359127325850936,0.0100200400801603
"168465","chr15",9151,70559105,70559605,1.8073549220576,0.0359127325850936,0.0100200400801603
"169167","chr15",9853,74408801,74409301,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"169187","chr15",9873,74430420,74430920,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"169261","chr15",9947,74613196,74613696,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"169262","chr15",9948,74613741,74614241,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"169326","chr15",10012,74781833,74782333,-0.634715535918256,0.0359127325850936,-0.0420841683366733
"169502","chr15",10188,75095104,75095604,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"169621","chr15",10307,75360772,75361272,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"169624","chr15",10310,75366179,75366679,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"170334","chr15",11020,78113135,78113635,-1,0.0359127325850936,-0.0260521042084168
"171297","chr15",11983,83065891,83066391,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"171422","chr15",12108,84600722,84601222,-0.574694165267329,0.0359127325850936,-0.0460921843687375
"171455","chr15",12141,84656675,84657175,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"172100","chr15",12786,88623064,88623564,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"172325","chr15",13011,89378718,89379218,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"172432","chr15",13118,89761271,89761771,2.8073549220576,0.0359127325850936,0.0120240480961924
"172820","chr15",13506,90547449,90547949,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"172839","chr15",13525,90583536,90584036,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"173196","chr15",13882,91852519,91853019,1.8073549220576,0.0359127325850936,0.0100200400801603
"174613","chr15",15299,100944120,100944620,1.8073549220576,0.0359127325850936,0.0100200400801603
"175139","chr16",255,423786,424286,1.8073549220576,0.0359127325850936,0.0100200400801603
"175404","chr16",520,807640,808140,-0.736965594166206,0.0359127325850936,-0.0360721442885772
"175557","chr16",673,1237838,1238338,1.8073549220576,0.0359127325850936,0.0100200400801603
"175618","chr16",734,1337461,1337961,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"175715","chr16",831,1470214,1470714,1.8073549220576,0.0359127325850936,0.0100200400801603
"175749","chr16",865,1534080,1534580,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"176013","chr16",1129,2004500,2005000,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"176026","chr16",1142,2020218,2020718,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"176091","chr16",1207,2147481,2147981,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"176161","chr16",1277,2236798,2237298,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"176170","chr16",1286,2250303,2250803,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"176262","chr16",1378,2486202,2486702,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"176288","chr16",1404,2518203,2518703,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"176391","chr16",1507,2751166,2751666,2.8073549220576,0.0359127325850936,0.0120240480961924
"176552","chr16",1668,3012780,3013280,1.8073549220576,0.0359127325850936,0.0100200400801603
"176718","chr16",1834,3264387,3264887,-0.634715535918256,0.0359127325850936,-0.0420841683366733
"177236","chr16",2352,4426258,4426758,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"177345","chr16",2461,4625738,4626238,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"177489","chr16",2605,4936084,4936584,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"177969","chr16",3085,9135684,9136184,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"178232","chr16",3348,10831917,10832417,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"178285","chr16",3401,10928974,10929474,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"179446","chr16",4562,15897744,15898244,1.8073549220576,0.0359127325850936,0.0100200400801603
"179954","chr16",5070,19118252,19118752,2.8073549220576,0.0359127325850936,0.0120240480961924
"180221","chr16",5337,20904394,20904894,-1,0.0359127325850936,-0.0260521042084168
"180300","chr16",5416,21360559,21361059,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"180483","chr16",5599,22188488,22188988,-1.15200309344505,0.0359127325850936,-0.0220440881763527
"180697","chr16",5813,23452966,23453466,-0.951090399519053,0.0359127325850936,-0.0280561122244489
"181381","chr16",6497,27236770,27237270,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"181400","chr16",6516,27285142,27285642,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"181427","chr16",6543,27337074,27337574,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"181631","chr16",6747,28062865,28063365,1.8073549220576,0.0359127325850936,0.0100200400801603
"181857","chr16",6973,28824911,28825411,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"182155","chr16",7271,29679723,29680223,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"182444","chr16",7560,30324844,30325344,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"182533","chr16",7649,30456953,30457453,2.8073549220576,0.0359127325850936,0.0120240480961924
"182631","chr16",7747,30628376,30628876,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"182931","chr16",8047,31141466,31141966,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"183106","chr16",8222,31467101,31467601,2.8073549220576,0.0359127325850936,0.0120240480961924
"184489","chr16",9605,54193595,54194095,1.8073549220576,0.0359127325850936,0.0100200400801603
"186252","chr16",11368,66594685,66595185,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"186353","chr16",11469,66874181,66874681,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"186499","chr16",11615,67178770,67179270,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"186549","chr16",11665,67243615,67244115,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"186730","chr16",11846,67566865,67567365,1.8073549220576,0.0359127325850936,0.0100200400801603
"187131","chr16",12247,68361340,68361840,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"187150","chr16",12266,68383549,68384049,1.8073549220576,0.0359127325850936,0.0100200400801603
"187167","chr16",12283,68447636,68448136,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"187254","chr16",12370,68760674,68761174,2.8073549220576,0.0359127325850936,0.0120240480961924
"187761","chr16",12877,70652848,70653348,1.8073549220576,0.0359127325850936,0.0100200400801603
"187864","chr16",12980,71412230,71412730,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"187971","chr16",13087,71817614,71818114,2.8073549220576,0.0359127325850936,0.0120240480961924
"188023","chr16",13139,71918954,71919454,1.8073549220576,0.0359127325850936,0.0100200400801603
"188109","chr16",13225,72400207,72400707,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"188388","chr16",13504,74495210,74495710,2.8073549220576,0.0359127325850936,0.0120240480961924
"188612","chr16",13728,75265535,75266035,1.8073549220576,0.0359127325850936,0.0100200400801603
"188642","chr16",13758,75433262,75433762,-0.509674373416919,0.0359127325850936,-0.0501002004008016
"188653","chr16",13769,75464038,75464538,-0.538866086131702,0.0359127325850936,-0.0480961923847696
"189028","chr16",14144,78768671,78769171,2.8073549220576,0.0359127325850936,0.0120240480961924
"189360","chr16",14476,80650302,80650802,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"189426","chr16",14542,80997435,80997935,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"189694","chr16",14810,81730996,81731496,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"190277","chr16",15393,84616460,84616960,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"190479","chr16",15595,85086114,85086614,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"190576","chr16",15692,85313908,85314408,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"190777","chr16",15893,85675473,85675973,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"190809","chr16",15925,85737108,85737608,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"190823","chr16",15939,85756360,85756860,-0.667424660913129,0.0359127325850936,-0.0400801603206413
"190870","chr16",15986,85860374,85860874,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"191165","chr16",16281,87298157,87298657,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"191273","chr16",16389,87550306,87550806,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"191414","chr16",16530,87846423,87846923,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"191481","chr16",16597,87966484,87966984,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"191529","chr16",16645,88077226,88077726,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"191662","chr16",16778,88466968,88467468,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"191995","chr16",17111,88894655,88895155,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"192500","chr16",17616,89700017,89700517,-0.70781924850669,0.0359127325850936,-0.0380761523046092
"192538","chr16",17654,89741807,89742307,2.8073549220576,0.0359127325850936,0.0120240480961924
"192733","chr16",17849,90078432,90078932,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"192896","chr17",157,781174,781674,2.8073549220576,0.0359127325850936,0.0120240480961924
"193040","chr17",301,1181083,1181583,-0.736965594166206,0.0359127325850936,-0.0360721442885772
"193313","chr17",574,1640887,1641387,1.8073549220576,0.0359127325850936,0.0100200400801603
"193363","chr17",624,1708202,1708702,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"193612","chr17",873,2260143,2260643,2.8073549220576,0.0359127325850936,0.0120240480961924
"193692","chr17",953,2415954,2416454,-1.15200309344505,0.0359127325850936,-0.0220440881763527
"193829","chr17",1090,2789552,2790052,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"194360","chr17",1621,4208896,4209396,2.8073549220576,0.0359127325850936,0.0120240480961924
"194371","chr17",1632,4249284,4249784,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"194449","chr17",1710,4486030,4486530,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"194711","chr17",1972,4967176,4967676,-0.42349907802704,0.0359127325850936,-0.0581162324649299
"194819","chr17",2080,5212370,5212870,1.8073549220576,0.0359127325850936,0.0100200400801603
"195341","chr17",2602,7217924,7218424,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"196513","chr17",3774,10120647,10121147,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"196720","chr17",3981,11998064,11998564,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"197388","chr17",4649,16653055,16653555,1.8073549220576,0.0359127325850936,0.0100200400801603
"197652","chr17",4913,17392046,17392546,1.8073549220576,0.0359127325850936,0.0100200400801603
"197816","chr17",5077,17754068,17754568,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"197851","chr17",5112,17809087,17809587,1.8073549220576,0.0359127325850936,0.0100200400801603
"198017","chr17",5278,18182065,18182565,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"198284","chr17",5545,19346841,19347341,1.8073549220576,0.0359127325850936,0.0100200400801603
"198333","chr17",5594,19461260,19461760,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"198354","chr17",5615,19507907,19508407,-0.736965594166206,0.0359127325850936,-0.0360721442885772
"198661","chr17",5922,21040616,21041116,1.8073549220576,0.0359127325850936,0.0100200400801603
"199174","chr17",6435,28041945,28042445,-1,0.0359127325850936,-0.0260521042084168
"199450","chr17",6711,28742219,28742719,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"199463","chr17",6724,28752796,28753296,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"199742","chr17",7003,29391338,29391838,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"199895","chr17",7156,29742062,29742562,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"200418","chr17",7679,31539596,31540096,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"200671","chr17",7932,32462253,32462753,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"200690","chr17",7951,32491646,32492146,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"201375","chr17",8636,36004546,36005046,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"201664","chr17",8925,37147321,37147821,-1,0.0359127325850936,-0.0260521042084168
"202098","chr17",9359,38872176,38872676,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"202409","chr17",9670,39618545,39619045,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"202446","chr17",9707,39668543,39669043,-1.15200309344505,0.0359127325850936,-0.0220440881763527
"202451","chr17",9712,39674834,39675334,-1.15200309344505,0.0359127325850936,-0.0220440881763527
"202858","chr17",10119,40363169,40363669,-1.15200309344505,0.0359127325850936,-0.0220440881763527
"202860","chr17",10121,40371204,40371704,1.8073549220576,0.0359127325850936,0.0100200400801603
"202928","chr17",10189,40515274,40515774,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"203394","chr17",10655,41959636,41960136,1.8073549220576,0.0359127325850936,0.0100200400801603
"203419","chr17",10680,41995947,41996447,-0.951090399519053,0.0359127325850936,-0.0280561122244489
"203435","chr17",10696,42017214,42017714,-0.596103058326357,0.0359127325850936,-0.0440881763527054
"203683","chr17",10944,42453924,42454424,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"203773","chr17",11034,42617818,42618318,1.8073549220576,0.0359127325850936,0.0100200400801603
"203962","chr17",11223,43125209,43125709,-0.564784618783526,0.0359127325850936,-0.0460921843687375
"204040","chr17",11301,43402043,43402543,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"204159","chr17",11420,43773317,43773817,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"204335","chr17",11596,44191665,44192165,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"204504","chr17",11765,44503918,44504418,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"204661","chr17",11922,44967032,44967532,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"204680","chr17",11941,45018795,45019295,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"204784","chr17",12045,45220385,45220885,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"204795","chr17",12056,45227772,45228272,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"205016","chr17",12277,45832645,45833145,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"205340","chr17",12601,47217251,47217751,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"205399","chr17",12660,47532160,47532660,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"205430","chr17",12691,47663673,47664173,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"205528","chr17",12789,47831285,47831785,-0.736965594166206,0.0359127325850936,-0.0360721442885772
"205543","chr17",12804,47851891,47852391,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"205651","chr17",12912,48055026,48055526,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"206219","chr17",13480,49515073,49515573,1.8073549220576,0.0359127325850936,0.0100200400801603
"206282","chr17",13543,49696152,49696652,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"206311","chr17",13572,49748249,49748749,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"206326","chr17",13587,49764058,49764558,-0.415037499278844,0.0359127325850936,-0.0581162324649299
"206422","chr17",13683,49994495,49994995,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"206649","chr17",13910,50465725,50466225,2.8073549220576,0.0359127325850936,0.0120240480961924
"206693","chr17",13954,50558098,50558598,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"207539","chr17",14800,57005701,57006201,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"207557","chr17",14818,57084888,57085388,-0.437686238224044,0.0359127325850936,-0.0561122244488978
"207622","chr17",14883,57368860,57369360,2.8073549220576,0.0359127325850936,0.0120240480961924
"207922","chr17",15183,58277085,58277585,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"208286","chr17",15547,59437629,59438129,1.8073549220576,0.0359127325850936,0.0100200400801603
"208393","chr17",15654,59783193,59783693,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"208744","chr17",16005,61395551,61396051,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"209134","chr17",16395,63476357,63476857,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"209433","chr17",16694,64051108,64051608,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"209485","chr17",16746,64131603,64132103,2.8073549220576,0.0359127325850936,0.0120240480961924
"209487","chr17",16748,64144818,64145318,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"209770","chr17",17031,64974327,64974827,1.8073549220576,0.0359127325850936,0.0100200400801603
"209899","chr17",17160,65294121,65294621,1.8073549220576,0.0359127325850936,0.0100200400801603
"210227","chr17",17488,67171256,67171756,2.8073549220576,0.0359127325850936,0.0120240480961924
"210391","chr17",17652,67575344,67575844,1.8073549220576,0.0359127325850936,0.0100200400801603
"210867","chr17",18128,69389744,69390244,1.8073549220576,0.0359127325850936,0.0100200400801603
"211521","chr17",18782,74211003,74211503,1.8073549220576,0.0359127325850936,0.0100200400801603
"212313","chr17",19574,75632841,75633341,-1,0.0359127325850936,-0.0260521042084168
"212376","chr17",19637,75752834,75753334,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"212432","chr17",19693,75823542,75824042,1.8073549220576,0.0359127325850936,0.0100200400801603
"212583","chr17",19844,76103608,76104108,-0.736965594166206,0.0359127325850936,-0.0360721442885772
"212665","chr17",19926,76277421,76277921,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"212736","chr17",19997,76433653,76434153,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"212794","chr17",20055,76501219,76501719,-0.538866086131702,0.0359127325850936,-0.0480961923847696
"212805","chr17",20066,76512518,76513018,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"213003","chr17",20264,76982638,76983138,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"213230","chr17",20491,77420925,77421425,1.8073549220576,0.0359127325850936,0.0100200400801603
"213306","chr17",20567,77494265,77494765,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"213571","chr17",20832,78120701,78121201,2.8073549220576,0.0359127325850936,0.0120240480961924
"213604","chr17",20865,78146761,78147261,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"213627","chr17",20888,78177079,78177579,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"213734","chr17",20995,78354056,78354556,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"214888","chr17",22149,80914215,80914715,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"215072","chr17",22333,81200693,81201193,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"215243","chr17",22504,81427558,81428058,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"215342","chr17",22603,81553644,81554144,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"215744","chr17",23005,82215527,82216027,1.8073549220576,0.0359127325850936,0.0100200400801603
"215773","chr17",23034,82242133,82242633,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"215851","chr17",23112,82325076,82325576,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"215867","chr17",23128,82350670,82351170,1.8073549220576,0.0359127325850936,0.0100200400801603
"215902","chr17",23163,82419459,82419959,2.8073549220576,0.0359127325850936,0.0120240480961924
"215913","chr17",23174,82436062,82436562,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"215925","chr17",23186,82450025,82450525,-1.15200309344505,0.0359127325850936,-0.0220440881763527
"216246","chr17",23507,83104759,83105259,2.8073549220576,0.0359127325850936,0.0120240480961924
"216581","chr18",280,2637229,2637729,-0.736965594166206,0.0359127325850936,-0.0360721442885772
"216922","chr18",621,3595327,3595827,1.8073549220576,0.0359127325850936,0.0100200400801603
"218619","chr18",2318,21111585,21112085,-0.442518235700951,0.0359127325850936,-0.0561122244488978
"219076","chr18",2775,23498111,23498611,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"219082","chr18",2781,23503126,23503626,-0.464962724610526,0.0359127325850936,-0.0541082164328657
"219190","chr18",2889,23812466,23812966,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"220024","chr18",3723,32048386,32048886,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"220498","chr18",4197,36047481,36047981,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"220605","chr18",4304,36809511,36810011,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"221235","chr18",4934,45008912,45009412,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"221578","chr18",5277,46481028,46481528,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"221700","chr18",5399,47420041,47420541,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"221949","chr18",5648,48833379,48833879,1.8073549220576,0.0359127325850936,0.0100200400801603
"222056","chr18",5755,48992068,48992568,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"222457","chr18",6156,51211522,51212022,1.8073549220576,0.0359127325850936,0.0100200400801603
"222829","chr18",6528,55489117,55489617,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"222853","chr18",6552,55589673,55590173,-0.70781924850669,0.0359127325850936,-0.0380761523046092
"223182","chr18",6881,58014966,58015466,-0.951090399519053,0.0359127325850936,-0.0280561122244489
"223422","chr18",7121,58947142,58947642,2.8073549220576,0.0359127325850936,0.0120240480961924
"223535","chr18",7234,59835885,59836385,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"223560","chr18",7259,59899634,59900134,-0.70781924850669,0.0359127325850936,-0.0380761523046092
"223572","chr18",7271,59917416,59917916,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"223719","chr18",7418,61901329,61901829,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"223999","chr18",7698,63139416,63139916,2.8073549220576,0.0359127325850936,0.0120240480961924
"224081","chr18",7780,63293147,63293647,-1,0.0359127325850936,-0.0260521042084168
"224483","chr18",8182,68714185,68714685,1.8073549220576,0.0359127325850936,0.0100200400801603
"224814","chr18",8513,72652929,72653429,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"225798","chr18",9497,79068904,79069404,-0.410933100946107,0.0359127325850936,-0.0581162324649299
"225802","chr18",9501,79071453,79071953,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"226117","chr18",9816,79965295,79965795,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"226366","chr19",180,644788,645288,1.8073549220576,0.0359127325850936,0.0100200400801603
"226458","chr19",272,795461,795961,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"226479","chr19",293,812649,813149,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"226597","chr19",411,952153,952653,2.8073549220576,0.0359127325850936,0.0120240480961924
"226903","chr19",717,1273522,1274022,2.8073549220576,0.0359127325850936,0.0120240480961924
"226975","chr19",789,1403122,1403622,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"226982","chr19",796,1409999,1410499,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"227292","chr19",1106,1882363,1882863,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"227325","chr19",1139,1911032,1911532,2.8073549220576,0.0359127325850936,0.0120240480961924
"227660","chr19",1474,2328352,2328852,-0.634715535918256,0.0359127325850936,-0.0420841683366733
"227665","chr19",1479,2333297,2333797,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"227685","chr19",1499,2384886,2385386,2.8073549220576,0.0359127325850936,0.0120240480961924
"227810","chr19",1624,2607371,2607871,1.8073549220576,0.0359127325850936,0.0100200400801603
"227859","chr19",1673,2679908,2680408,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"227865","chr19",1679,2695185,2695685,1.8073549220576,0.0359127325850936,0.0100200400801603
"227962","chr19",1776,2901182,2901682,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"228221","chr19",2035,3365779,3366279,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"228392","chr19",2206,3671388,3671888,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"228785","chr19",2599,4343261,4343761,-0.634715535918256,0.0359127325850936,-0.0420841683366733
"229065","chr19",2879,4863508,4864008,1.8073549220576,0.0359127325850936,0.0100200400801603
"229156","chr19",2970,5048204,5048704,-1.15200309344505,0.0359127325850936,-0.0220440881763527
"229283","chr19",3097,5585838,5586338,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"229483","chr19",3297,5979790,5980290,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"229517","chr19",3331,6069255,6069755,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"229545","chr19",3359,6126236,6126736,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"230082","chr19",3896,7491001,7491501,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"230138","chr19",3952,7568326,7568826,-1.15200309344505,0.0359127325850936,-0.0220440881763527
"230445","chr19",4259,8209531,8210031,-0.667424660913129,0.0359127325850936,-0.0400801603206413
"230518","chr19",4332,8353821,8354321,-1.15200309344505,0.0359127325850936,-0.0220440881763527
"231082","chr19",4896,10236058,10236558,-0.596103058326357,0.0359127325850936,-0.0440881763527054
"231136","chr19",4950,10315204,10315704,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"231205","chr19",5019,10418187,10418687,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"231420","chr19",5234,10737995,10738495,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"231656","chr19",5470,11156615,11157115,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"232244","chr19",6058,12783773,12784273,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"232281","chr19",6095,12825433,12825933,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"232294","chr19",6108,12841116,12841616,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"232331","chr19",6145,12917987,12918487,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"232379","chr19",6193,12983446,12983946,-0.736965594166206,0.0359127325850936,-0.0360721442885772
"233002","chr19",6816,14384535,14385035,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"233309","chr19",7123,15231266,15231766,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"233626","chr19",7440,16136524,16137024,1.8073549220576,0.0359127325850936,0.0100200400801603
"233648","chr19",7462,16160540,16161040,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"233696","chr19",7510,16250752,16251252,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"233916","chr19",7730,16619245,16619745,-2.8073549220576,0.0359127325850936,-0.0120240480961924
"234062","chr19",7876,17064927,17065427,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"234165","chr19",7979,17213167,17213667,-1.8073549220576,0.0359127325850936,-0.0100200400801603
"234195","chr19",8009,17242816,17243316,-2.8073549220576,0.0359127325850936,-0.0120240480961924
